timestamp,cpu_utilization,hour,day_of_week,cpu_rolling_mean_5,cpu_rolling_std_5
2014-02-14 19:30:00,0.134,19,4,0.12000000000000002,0.03019933774108303
2014-02-14 19:35:00,0.2,19,4,0.1332,0.04738354144637145
2014-02-14 19:40:00,0.132,19,4,0.1328,0.04738354144637145
2014-02-14 19:45:00,0.134,19,4,0.14640000000000003,0.029979993328885166
2014-02-14 19:50:00,0.136,19,4,0.14720000000000003,0.02954995769878527
2014-02-14 19:55:00,0.132,19,4,0.1468,0.029785902705810326
2014-02-14 20:00:00,0.066,20,4,0.12000000000000002,0.030232432915662005
2014-02-14 20:05:00,0.134,20,4,0.12040000000000002,0.030443390087176614
2014-02-14 20:10:00,0.134,20,4,0.12040000000000002,0.030443390087176614
2014-02-14 20:15:00,0.134,20,4,0.12000000000000002,0.030199337741083056
2014-02-14 20:20:00,0.2,20,4,0.1336,0.04737932038347533
2014-02-14 20:25:00,0.132,20,4,0.1468,0.02975231083462255
2014-02-14 20:30:00,0.136,20,4,0.14720000000000003,0.02954995769878526
2014-02-14 20:35:00,0.134,20,4,0.14720000000000003,0.02954995769878526
2014-02-14 20:40:00,0.134,20,4,0.14720000000000003,0.02954995769878526
2014-02-14 20:45:00,0.134,20,4,0.134,0.001414213562373534
2014-02-14 20:50:00,0.066,20,4,0.12080000000000002,0.0306463700950048
2014-02-14 20:55:00,0.134,20,4,0.12040000000000002,0.030410524493997212
2014-02-14 21:00:00,0.134,21,4,0.12040000000000002,0.030410524493997212
2014-02-14 21:05:00,0.134,21,4,0.12040000000000002,0.030410524493997212
2014-02-14 21:10:00,0.134,21,4,0.12040000000000002,0.030410524493997212
2014-02-14 21:15:00,0.132,21,4,0.1336,0.0008944271909999135
2014-02-14 21:20:00,0.066,21,4,0.12000000000000002,0.030199337741083
2014-02-14 21:25:00,0.134,21,4,0.12000000000000002,0.030199337741083
2014-02-14 21:30:00,0.132,21,4,0.11960000000000001,0.029979993328885183
2014-02-14 21:35:00,0.134,21,4,0.11960000000000001,0.029979993328885183
2014-02-14 21:40:00,0.132,21,4,0.11960000000000001,0.029979993328885183
2014-02-14 21:45:00,0.066,21,4,0.1196,0.029979993328885183
2014-02-14 21:50:00,0.134,21,4,0.11960000000000001,0.029979993328885183
2014-02-14 21:55:00,0.132,21,4,0.11960000000000001,0.029979993328885183
2014-02-14 22:00:00,0.134,22,4,0.11960000000000001,0.029979993328885183
2014-02-14 22:05:00,0.134,22,4,0.12000000000000002,0.030199337741083
2014-02-14 22:10:00,0.066,22,4,0.12,0.030199337741083
2014-02-14 22:15:00,0.134,22,4,0.12000000000000002,0.030199337741083
2014-02-14 22:20:00,0.132,22,4,0.12000000000000002,0.030199337741083
2014-02-14 22:25:00,0.134,22,4,0.12000000000000002,0.030199337741083
2014-02-14 22:30:00,0.132,22,4,0.11960000000000001,0.029979993328885183
2014-02-14 22:35:00,0.068,22,4,0.12,0.029086079144497977
2014-02-14 22:40:00,0.132,22,4,0.11960000000000001,0.028858274376684413
2014-02-14 22:45:00,0.132,22,4,0.11960000000000001,0.028858274376684413
2014-02-14 22:50:00,0.134,22,4,0.11960000000000001,0.028858274376684413
2014-02-14 22:55:00,0.132,22,4,0.11960000000000001,0.028858274376684413
2014-02-14 23:00:00,0.134,23,4,0.13279999999999997,0.0010954451150103294
2014-02-14 23:05:00,0.134,23,4,0.13320000000000004,0.0010954451150103294
2014-02-14 23:10:00,0.134,23,4,0.1336,0.0008944271909999117
2014-02-14 23:15:00,0.066,23,4,0.12000000000000002,0.030199337741083
2014-02-14 23:20:00,0.132,23,4,0.12000000000000002,0.030199337741083
2014-02-14 23:25:00,0.132,23,4,0.11960000000000001,0.029979993328885183
2014-02-14 23:30:00,0.066,23,4,0.10600000000000001,0.036523964735499355
2014-02-14 23:35:00,0.136,23,4,0.10640000000000001,0.03691612113968639
2014-02-14 23:40:00,0.134,23,4,0.12000000000000002,0.030232432915661956
2014-02-14 23:45:00,0.066,23,4,0.1068,0.03727197338483704
2014-02-14 23:50:00,0.134,23,4,0.1072,0.037619144062564745
2014-02-14 23:55:00,0.2,23,4,0.134,0.04739198244429115
2014-02-15 00:00:00,0.134,0,5,0.1336,0.04737932038347533
2014-02-15 00:05:00,0.134,0,5,0.1336,0.04737932038347533
2014-02-15 00:10:00,0.066,0,5,0.13360000000000002,0.04737932038347533
2014-02-15 00:15:00,0.132,0,5,0.13319999999999999,0.04738354144637145
2014-02-15 00:20:00,0.134,0,5,0.12000000000000002,0.03019933774108301
2014-02-15 00:25:00,0.066,0,5,0.10640000000000001,0.03688902275745457
2014-02-15 00:30:00,0.136,0,5,0.1068,0.03727197338483705
2014-02-15 00:35:00,0.134,0,5,0.12040000000000002,0.030443390087176562
2014-02-15 00:40:00,0.134,0,5,0.12080000000000002,0.03064637009500473
2014-02-15 00:45:00,0.066,0,5,0.1072,0.03761914406256476
2014-02-15 00:50:00,0.134,0,5,0.12080000000000002,0.03064637009500473
2014-02-15 00:55:00,0.134,0,5,0.12040000000000002,0.030410524493997143
2014-02-15 01:00:00,0.134,1,5,0.12040000000000002,0.030410524493997143
2014-02-15 01:05:00,0.068,1,5,0.1072,0.0367042231902543
2014-02-15 01:10:00,0.132,1,5,0.12040000000000002,0.029305289624912433
2014-02-15 01:15:00,0.134,1,5,0.12040000000000002,0.029305289624912433
2014-02-15 01:20:00,0.134,1,5,0.12040000000000002,0.029305289624912433
2014-02-15 01:25:00,0.068,1,5,0.1072,0.03579385422108105
2014-02-15 01:30:00,0.134,1,5,0.12040000000000002,0.029305289624912433
2014-02-15 01:35:00,0.134,1,5,0.12080000000000002,0.02951609730299723
2014-02-15 01:40:00,0.134,1,5,0.12080000000000002,0.02951609730299723
2014-02-15 01:45:00,0.134,1,5,0.12080000000000002,0.02951609730299723
2014-02-15 01:50:00,0.134,1,5,0.134,0.0
2014-02-15 01:55:00,0.134,1,5,0.134,0.0
2014-02-15 02:00:00,0.066,2,5,0.1204,0.030410524493997143
2014-02-15 02:05:00,0.134,2,5,0.12040000000000002,0.030410524493997143
2014-02-15 02:10:00,0.132,2,5,0.12000000000000002,0.030199337741083
2014-02-15 02:15:00,0.134,2,5,0.12000000000000002,0.030199337741083
2014-02-15 02:20:00,0.066,2,5,0.10640000000000001,0.03688902275745456
2014-02-15 02:25:00,0.132,2,5,0.11960000000000001,0.029979993328885183
2014-02-15 02:30:00,0.132,2,5,0.11920000000000001,0.029752310834622576
2014-02-15 02:35:00,0.066,2,5,0.10600000000000001,0.036523964735499355
2014-02-15 02:40:00,0.134,2,5,0.10600000000000001,0.036523964735499355
2014-02-15 02:45:00,0.134,2,5,0.11960000000000001,0.029979993328885183
2014-02-15 02:50:00,0.136,2,5,0.12040000000000002,0.030443390087176562
2014-02-15 02:55:00,0.134,2,5,0.12080000000000002,0.03064637009500473
2014-02-15 03:00:00,0.134,3,5,0.1344,0.0008944271909998511
2014-02-15 03:05:00,1.466,3,5,0.4008,0.5954655321678997
2014-02-15 03:10:00,0.066,3,5,0.3872,0.603800629347138
2014-02-15 03:15:00,0.134,3,5,0.3868,0.60400927145202
2014-02-15 03:20:00,0.134,3,5,0.3868,0.60400927145202
2014-02-15 03:25:00,0.134,3,5,0.3868,0.60400927145202
2014-02-15 03:30:00,0.134,3,5,0.12040000000000002,0.030410524493996338
2014-02-15 03:35:00,0.134,3,5,0.134,0.0
2014-02-15 03:40:00,0.132,3,5,0.13360000000000002,0.0008944271909999135
2014-02-15 03:45:00,0.066,3,5,0.12,0.030199337741083
2014-02-15 03:50:00,0.134,3,5,0.12000000000000002,0.030199337741083
2014-02-15 03:55:00,0.132,3,5,0.11960000000000001,0.029979993328885183
2014-02-15 04:00:00,0.134,4,5,0.11960000000000001,0.029979993328885183
2014-02-15 04:05:00,0.066,4,5,0.10640000000000001,0.036889022757454565
2014-02-15 04:10:00,0.134,4,5,0.12000000000000002,0.030199337741083
2014-02-15 04:15:00,0.134,4,5,0.12000000000000002,0.030199337741083
2014-02-15 04:20:00,0.134,4,5,0.12040000000000002,0.03041052449399714
2014-02-15 04:25:00,0.068,4,5,0.1072,0.036704223190254286
2014-02-15 04:30:00,0.132,4,5,0.12040000000000002,0.029305289624912426
2014-02-15 04:35:00,0.134,4,5,0.12040000000000002,0.029305289624912426
2014-02-15 04:40:00,0.066,4,5,0.1068,0.03634831495406631
2014-02-15 04:45:00,0.132,4,5,0.10640000000000001,0.035983329473521494
2014-02-15 04:50:00,0.134,4,5,0.11960000000000001,0.029979993328885183
2014-02-15 04:55:00,0.134,4,5,0.12000000000000002,0.030199337741083
2014-02-15 05:00:00,0.066,5,5,0.10640000000000001,0.036889022757454565
2014-02-15 05:05:00,0.134,5,5,0.12000000000000002,0.030199337741083
2014-02-15 05:10:00,0.132,5,5,0.12000000000000002,0.030199337741083
2014-02-15 05:15:00,0.134,5,5,0.12000000000000002,0.030199337741083
2014-02-15 05:20:00,0.066,5,5,0.10640000000000001,0.036889022757454565
2014-02-15 05:25:00,0.136,5,5,0.12040000000000002,0.030443390087176562
2014-02-15 05:30:00,0.068,5,5,0.1072,0.03673145790735784
2014-02-15 05:35:00,0.132,5,5,0.1072,0.03673145790735784
2014-02-15 05:40:00,0.132,5,5,0.1068,0.03637581614204691
2014-02-15 05:45:00,0.134,5,5,0.12040000000000002,0.029339393313427598
2014-02-15 05:50:00,0.134,5,5,0.12000000000000002,0.029086079144497973
2014-02-15 05:55:00,0.2,5,5,0.1464,0.02997999332888516
2014-02-15 06:00:00,0.066,6,5,0.13320000000000004,0.04738354144637143
2014-02-15 06:05:00,0.134,6,5,0.1336,0.04737932038347531
2014-02-15 06:10:00,0.134,6,5,0.13360000000000002,0.04737932038347531
2014-02-15 06:15:00,0.068,6,5,0.1204,0.05570278269530167
2014-02-15 06:20:00,0.132,6,5,0.1068,0.036348314954066284
2014-02-15 06:25:00,0.066,6,5,0.1068,0.036348314954066284
2014-02-15 06:30:00,0.132,6,5,0.10640000000000001,0.035983329473521466
2014-02-15 06:35:00,0.136,6,5,0.1068,0.036375816142046886
2014-02-15 06:40:00,0.066,6,5,0.10640000000000001,0.03691612113968637
2014-02-15 06:45:00,0.132,6,5,0.10640000000000001,0.03691612113968637
2014-02-15 06:50:00,0.134,6,5,0.12000000000000002,0.030232432915661925
2014-02-15 06:55:00,0.134,6,5,0.12040000000000002,0.030443390087176538
2014-02-15 07:00:00,0.066,7,5,0.10640000000000001,0.03688902275745454
2014-02-15 07:05:00,0.134,7,5,0.12000000000000002,0.030199337741082976
2014-02-15 07:10:00,0.132,7,5,0.12000000000000002,0.030199337741082976
2014-02-15 07:15:00,0.066,7,5,0.10640000000000001,0.03688902275745454
2014-02-15 07:20:00,0.134,7,5,0.10640000000000001,0.03688902275745454
2014-02-15 07:25:00,0.134,7,5,0.12000000000000002,0.030199337741082976
2014-02-15 07:30:00,0.134,7,5,0.12000000000000002,0.030199337741082976
2014-02-15 07:35:00,0.066,7,5,0.1068,0.03724513391035128
2014-02-15 07:40:00,0.134,7,5,0.12040000000000002,0.030410524493997115
2014-02-15 07:45:00,0.132,7,5,0.12000000000000002,0.030199337741082976
2014-02-15 07:50:00,0.066,7,5,0.10640000000000001,0.03688902275745454
2014-02-15 07:55:00,0.134,7,5,0.10640000000000001,0.03688902275745454
2014-02-15 08:00:00,0.134,8,5,0.12000000000000002,0.030199337741082976
2014-02-15 08:05:00,0.134,8,5,0.12000000000000002,0.030199337741082976
2014-02-15 08:10:00,0.068,8,5,0.1072,0.03670422319025426
2014-02-15 08:15:00,0.134,8,5,0.12080000000000002,0.0295160973029972
2014-02-15 08:20:00,0.068,8,5,0.1076,0.036149688795340945
2014-02-15 08:25:00,0.132,8,5,0.1072,0.03579385422108101
2014-02-15 08:30:00,0.134,8,5,0.1072,0.03579385422108101
2014-02-15 08:35:00,0.134,8,5,0.12040000000000002,0.02930528962491241
2014-02-15 08:40:00,0.066,8,5,0.1068,0.03634831495406629
2014-02-15 08:45:00,0.134,8,5,0.12000000000000002,0.03019933774108298
2014-02-15 08:50:00,0.134,8,5,0.12040000000000002,0.030410524493997122
2014-02-15 08:55:00,0.134,8,5,0.12040000000000002,0.030410524493997122
2014-02-15 09:00:00,0.066,9,5,0.1068,0.03724513391035128
2014-02-15 09:05:00,0.132,9,5,0.12000000000000002,0.030199337741082983
2014-02-15 09:10:00,0.134,9,5,0.12000000000000002,0.030199337741082983
2014-02-15 09:15:00,0.066,9,5,0.10640000000000001,0.036889022757454544
2014-02-15 09:20:00,0.134,9,5,0.10640000000000001,0.036889022757454544
2014-02-15 09:25:00,0.134,9,5,0.12000000000000002,0.030199337741082983
2014-02-15 09:30:00,0.134,9,5,0.12040000000000002,0.030410524493997122
2014-02-15 09:35:00,0.066,9,5,0.1068,0.03724513391035128
2014-02-15 09:40:00,0.134,9,5,0.12040000000000002,0.030410524493997122
2014-02-15 09:45:00,0.134,9,5,0.12040000000000002,0.030410524493997122
2014-02-15 09:50:00,0.132,9,5,0.12000000000000002,0.030199337741082983
2014-02-15 09:55:00,0.134,9,5,0.12000000000000002,0.030199337741082983
2014-02-15 10:00:00,0.068,10,5,0.1204,0.02930528962491241
2014-02-15 10:05:00,0.134,10,5,0.12040000000000002,0.02930528962491241
2014-02-15 10:10:00,0.132,10,5,0.12000000000000002,0.029086079144497956
2014-02-15 10:15:00,0.066,10,5,0.1068,0.03634831495406629
2014-02-15 10:20:00,0.134,10,5,0.1068,0.03634831495406629
2014-02-15 10:25:00,0.134,10,5,0.12000000000000002,0.03019933774108298
2014-02-15 10:30:00,0.066,10,5,0.10640000000000001,0.03688902275745454
2014-02-15 10:35:00,0.132,10,5,0.10640000000000001,0.03688902275745454
2014-02-15 10:40:00,0.132,10,5,0.11960000000000001,0.029979993328885162
2014-02-15 10:45:00,0.134,10,5,0.11960000000000001,0.029979993328885162
2014-02-15 10:50:00,0.134,10,5,0.11960000000000001,0.029979993328885162
2014-02-15 10:55:00,0.132,10,5,0.13279999999999997,0.00109544511500965
2014-02-15 11:00:00,0.068,11,5,0.12000000000000002,0.029086079144497953
2014-02-15 11:05:00,0.132,11,5,0.12000000000000002,0.029086079144497953
2014-02-15 11:10:00,0.132,11,5,0.11960000000000001,0.02885827437668439
2014-02-15 11:15:00,0.134,11,5,0.11960000000000001,0.02885827437668439
2014-02-15 11:20:00,0.066,11,5,0.10640000000000001,0.03598332947352147
2014-02-15 11:25:00,0.134,11,5,0.11960000000000001,0.029979993328885162
2014-02-15 11:30:00,0.066,11,5,0.10640000000000001,0.036889022757454544
2014-02-15 11:35:00,0.132,11,5,0.10640000000000001,0.036889022757454544
2014-02-15 11:40:00,0.136,11,5,0.1068,0.03727197338483702
2014-02-15 11:45:00,0.134,11,5,0.12040000000000002,0.03044339008717653
2014-02-15 11:50:00,0.068,11,5,0.1072,0.03673145790735782
2014-02-15 11:55:00,0.132,11,5,0.12040000000000002,0.029339393313427567
2014-02-15 12:00:00,0.132,12,5,0.12040000000000002,0.029339393313427567
2014-02-15 12:05:00,0.134,12,5,0.12000000000000002,0.029086079144497942
2014-02-15 12:10:00,0.134,12,5,0.12000000000000002,0.029086079144497942
2014-02-15 12:15:00,0.132,12,5,0.13279999999999997,0.0010954451150091114
2014-02-15 12:20:00,0.066,12,5,0.11960000000000001,0.02997999332888515
2014-02-15 12:25:00,0.134,12,5,0.12000000000000002,0.03019933774108297
2014-02-15 12:30:00,0.132,12,5,0.11960000000000001,0.02997999332888515
2014-02-15 12:35:00,0.134,12,5,0.11960000000000001,0.02997999332888515
2014-02-15 12:40:00,0.134,12,5,0.12000000000000002,0.03019933774108297
2014-02-15 12:45:00,0.066,12,5,0.12,0.03019933774108297
2014-02-15 12:50:00,0.134,12,5,0.12000000000000002,0.03019933774108297
2014-02-15 12:55:00,0.2,12,5,0.1336,0.047379320383475296
2014-02-15 13:00:00,0.134,13,5,0.1336,0.047379320383475296
2014-02-15 13:05:00,0.066,13,5,0.12000000000000002,0.05617828762075254
2014-02-15 13:10:00,0.134,13,5,0.1336,0.047379320383475296
2014-02-15 13:15:00,0.136,13,5,0.13400000000000004,0.04739198244429112
2014-02-15 13:20:00,0.134,13,5,0.12080000000000002,0.030646370095004698
2014-02-15 13:25:00,0.066,13,5,0.1072,0.03761914406256474
2014-02-15 13:30:00,0.134,13,5,0.12080000000000002,0.0306463700950047
2014-02-15 13:35:00,0.134,13,5,0.12080000000000002,0.0306463700950047
2014-02-15 13:40:00,0.134,13,5,0.12040000000000002,0.030410524493997115
2014-02-15 13:45:00,0.134,13,5,0.12040000000000002,0.030410524493997115
2014-02-15 13:50:00,0.134,13,5,0.134,0.0
2014-02-15 13:55:00,0.134,13,5,0.134,0.0
2014-02-15 14:00:00,0.134,14,5,0.134,0.0
2014-02-15 14:05:00,0.066,14,5,0.12040000000000002,0.030410524493997143
2014-02-15 14:10:00,0.134,14,5,0.12040000000000002,0.030410524493997143
2014-02-15 14:15:00,0.134,14,5,0.12040000000000002,0.030410524493997143
2014-02-15 14:20:00,0.132,14,5,0.12000000000000002,0.030199337741083
2014-02-15 14:25:00,0.134,14,5,0.12000000000000002,0.030199337741083
2014-02-15 14:30:00,0.134,14,5,0.1336,0.0008944271909999117
2014-02-15 14:35:00,0.066,14,5,0.12000000000000002,0.030199337741083
2014-02-15 14:40:00,0.134,14,5,0.12000000000000002,0.030199337741083
2014-02-15 14:45:00,0.134,14,5,0.12040000000000002,0.030410524493997143
2014-02-15 14:50:00,0.132,14,5,0.12000000000000002,0.030199337741083
2014-02-15 14:55:00,0.132,14,5,0.11960000000000001,0.029979993328885183
2014-02-15 15:00:00,0.134,15,5,0.13319999999999999,0.0010954451150102934
2014-02-15 15:05:00,0.132,15,5,0.13280000000000003,0.0010954451150102934
2014-02-15 15:10:00,0.066,15,5,0.1192,0.029752310834622573
2014-02-15 15:15:00,0.132,15,5,0.11920000000000001,0.029752310834622573
2014-02-15 15:20:00,0.134,15,5,0.11960000000000001,0.02997999332888518
2014-02-15 15:25:00,0.132,15,5,0.11920000000000001,0.029752310834622573
2014-02-15 15:30:00,0.134,15,5,0.11960000000000001,0.02997999332888518
2014-02-15 15:35:00,0.068,15,5,0.12,0.029086079144497977
2014-02-15 15:40:00,0.134,15,5,0.12040000000000002,0.02930528962491243
2014-02-15 15:45:00,0.134,15,5,0.12040000000000002,0.02930528962491243
2014-02-15 15:50:00,0.134,15,5,0.12080000000000002,0.029516097302997226
2014-02-15 15:55:00,0.134,15,5,0.12080000000000002,0.029516097302997226
2014-02-15 16:00:00,0.132,16,5,0.1336,0.0008944271909999135
2014-02-15 16:05:00,0.204,16,5,0.1476,0.031540450218727055
2014-02-15 16:10:00,0.066,16,5,0.134,0.04880573736764972
2014-02-15 16:15:00,0.132,16,5,0.1336,0.04881393243736874
2014-02-15 16:20:00,0.134,16,5,0.1336,0.04881393243736874
2014-02-15 16:25:00,0.066,16,5,0.12040000000000002,0.057504782409813535
2014-02-15 16:30:00,0.134,16,5,0.10640000000000001,0.03688902275745457
2014-02-15 16:35:00,0.134,16,5,0.12000000000000002,0.03019933774108302
2014-02-15 16:40:00,0.134,16,5,0.12040000000000002,0.03041052449399716
2014-02-15 16:45:00,0.066,16,5,0.1068,0.037245133910351315
2014-02-15 16:50:00,0.134,16,5,0.1204,0.03041052449399716
2014-02-15 16:55:00,0.134,16,5,0.1204,0.03041052449399716
2014-02-15 17:00:00,0.134,17,5,0.1204,0.03041052449399716
2014-02-15 17:05:00,0.132,17,5,0.12,0.03019933774108302
2014-02-15 17:10:00,0.134,17,5,0.1336,0.0008944271910005785
2014-02-15 17:15:00,0.134,17,5,0.1336,0.0008944271910005785
2014-02-15 17:20:00,0.066,17,5,0.12000000000000002,0.03019933774108302
2014-02-15 17:25:00,0.134,17,5,0.12000000000000002,0.03019933774108302
2014-02-15 17:30:00,0.136,17,5,0.12080000000000002,0.03064637009500475
2014-02-15 17:35:00,0.134,17,5,0.12080000000000002,0.03064637009500475
2014-02-15 17:40:00,0.066,17,5,0.1072,0.03761914406256476
2014-02-15 17:45:00,0.134,17,5,0.12079999999999999,0.03064637009500475
2014-02-15 17:50:00,0.134,17,5,0.12079999999999999,0.03064637009500475
2014-02-15 17:55:00,0.132,17,5,0.12,0.030199337741083025
2014-02-15 18:00:00,0.134,18,5,0.12,0.030199337741083025
2014-02-15 18:05:00,0.134,18,5,0.1336,0.0008944271910006391
2014-02-15 18:10:00,0.134,18,5,0.1336,0.0008944271910006391
2014-02-15 18:15:00,0.068,18,5,0.12040000000000002,0.02930528962491245
2014-02-15 18:20:00,0.134,18,5,0.12080000000000002,0.029516097302997247
2014-02-15 18:25:00,0.066,18,5,0.1072,0.0367042231902543
2014-02-15 18:30:00,0.132,18,5,0.1068,0.03634831495406632
2014-02-15 18:35:00,0.132,18,5,0.10640000000000001,0.0359833294735215
2014-02-15 18:40:00,0.066,18,5,0.10600000000000001,0.03652396473549937
2014-02-15 18:45:00,0.132,18,5,0.1056,0.03614968879534098
2014-02-15 18:50:00,0.134,18,5,0.11920000000000001,0.029752310834622604
2014-02-15 18:55:00,0.134,18,5,0.11960000000000001,0.02997999332888521
2014-02-15 19:00:00,0.134,19,5,0.12000000000000002,0.030199337741083028
2014-02-15 19:05:00,0.134,19,5,0.1336,0.0008944271910008815
2014-02-15 19:10:00,0.132,19,5,0.1336,0.0008944271910008815
2014-02-15 19:15:00,0.134,19,5,0.1336,0.0008944271910008815
2014-02-15 19:20:00,0.134,19,5,0.1336,0.0008944271910008815
2014-02-15 19:25:00,0.066,19,5,0.12,0.03019933774108303
2014-02-15 19:30:00,0.134,19,5,0.12,0.03019933774108303
2014-02-15 19:35:00,0.134,19,5,0.1204,0.03041052449399717
2014-02-15 19:40:00,0.134,19,5,0.1204,0.03041052449399717
2014-02-15 19:45:00,0.066,19,5,0.1068,0.03724513391035132
2014-02-15 19:50:00,0.132,19,5,0.12000000000000002,0.03019933774108303
2014-02-15 19:55:00,0.132,19,5,0.11960000000000001,0.029979993328885214
2014-02-15 20:00:00,0.134,20,5,0.11960000000000001,0.029979993328885214
2014-02-15 20:05:00,0.066,20,5,0.10600000000000001,0.03652396473549938
2014-02-15 20:10:00,0.136,20,5,0.12,0.03023243291566198
2014-02-15 20:15:00,0.134,20,5,0.1204,0.03044339008717659
2014-02-15 20:20:00,0.134,20,5,0.12079999999999999,0.03064637009500476
2014-02-15 20:25:00,0.132,20,5,0.1204,0.03044339008717659
2014-02-15 20:30:00,0.068,20,5,0.12080000000000002,0.029549957698785323
2014-02-15 20:35:00,0.132,20,5,0.12000000000000002,0.02908607914449801
2014-02-15 20:40:00,0.134,20,5,0.12000000000000002,0.02908607914449801
2014-02-15 20:45:00,0.066,20,5,0.10640000000000001,0.03598332947352152
2014-02-15 20:50:00,0.132,20,5,0.10640000000000001,0.03598332947352152
2014-02-15 20:55:00,0.134,20,5,0.1196,0.029979993328885218
2014-02-15 21:00:00,0.134,21,5,0.12,0.030199337741083035
2014-02-15 21:05:00,0.134,21,5,0.12,0.030199337741083035
2014-02-15 21:10:00,0.066,21,5,0.12000000000000002,0.030199337741083035
2014-02-15 21:15:00,0.134,21,5,0.12040000000000002,0.030410524493997178
